"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2019-04-01","78.3","-2.7186","6.4850","Jose Ramirez",608070,467100,"double","hit_into_play_no_out",,,,,4,"Jose Ramirez doubles (1) on a line drive to left fielder Eloy Jimenez.  ","R","L","R","CLE","CWS","X",7,"line_drive",0,1,2019,"0.2139","-0.6295","-0.6105","2.5729","null","null","null",1,6,"Bot","54.31","102.31",,,456078,,"190401_214255","4.0962","-113.8453","-0.4504","1.0396","21.0732","-37.6492","3.2891","1.4891","284","97.8","17","76.9590","2371","5.3910",565316,467100,456078,475174,570560,660162,602922,650391,641553,594953,"55.1082","0.421","0.477","1.25",1,1,1,4,41,"2","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"CU","2019-04-06","82.0","-0.6901","6.8031","Jose Ramirez",608070,457915,"field_out","hit_into_play",,,,,8,"Jose Ramirez lines out to center fielder Randal Grichuk.  ","R","L","R","CLE","TOR","X",8,"line_drive",1,2,2019,"0.1019","-1.0441","-0.0007","1.9048","null","null","null",1,8,"Bot","null","null",,,643376,,"190406_231623","1.3368","-119.2483","-2.5830","0.6843","21.8736","-41.4973","3.4110","1.5650","346","99.1","17","80.1520","2289","4.9470",565320,457915,643376,666971,593700,592273,520471,606192,545341,641856,"55.5523","0.405","0.453","0.00",1,0,0,4,72,"5","Curveball",7,2,7,2,2,7,7,2,"Infield shift","Standard"
"CH","2019-05-23","80.6","2.6906","5.4679","Jose Ramirez",608070,642232,"field_out","hit_into_play",,,,,9,"Jose Ramirez grounds out, shortstop Willy Adames to first baseman Ji-Man Choi.  ","R","R","L","CLE","TB","X",6,"ground_ball",1,1,2019,"1.2675","0.6616","0.7236","1.8958",467793,656669,"null",2,6,"Bot","104.74","156.28",,,456124,,"190524_000228","-6.7225","-117.2945","-2.5814","12.8118","19.5512","-25.8427","3.3000","1.5600","34","101.9","-1","80.6930","2126","6.0840",565341,642232,456124,596847,664040,623205,642715,502054,595281,541645,"54.4155","0.405","0.387","0.00",1,0,0,4,53,"3","Changeup",2,7,2,7,7,2,2,7,"Standard","Standard"
"CU","2019-06-01","80.7","-2.5177","6.3230","Jose Ramirez",608070,467100,"field_out","hit_into_play",,,,,8,"Jose Ramirez grounds out, second baseman Yolmer Sanchez to first baseman Yonder Alonso.  ","R","L","R","CWS","CLE","X",4,"ground_ball",0,1,2019,"0.5559","-0.5004","-0.2178","1.8488","null","null","null",1,2,"Top","145.92","147.26",,,543510,,"190601_182323","4.0237","-117.3512","-2.4001","4.2940","20.1787","-36.4933","3.2850","1.4870","23","101.5","-3","79.5170","2417","5.3010",567293,467100,543510,475174,570560,660162,641313,650391,544725,605508,"55.1981","0.403","0.387","0.00",1,0,0,2,8,"2","Curveball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"SI","2019-05-18","98.2","-2.8613","5.1544","Jose Ramirez",608070,612434,"single","hit_into_play_no_out",,,,,9,"Jose Ramirez singles on a line drive to right fielder Joey Rickard.  ","R","L","R","CLE","BAL","X",9,"line_drive",1,1,2019,"-1.4556","0.4402","0.4821","2.0158","null","null","null",1,8,"Bot","175.08","119.73",,,600474,,"190518_223423","12.4278","-142.6088","-4.0800","-22.6171","29.2544","-25.4555","3.3100","1.5600","147","78.8","9","98.6750","2262","6.4240",565336,612434,600474,448801,547004,600524,542340,596105,592859,572073,"54.0751","0.403","0.396","0.90",1,1,0,4,60,"3","Sinker",4,1,4,1,1,4,4,1,"Infield shift","Standard"
"FT","2019-05-22","94.8","-1.9362","5.9204","Jose Ramirez",608070,407845,"single","hit_into_play_no_out",,,,,7,"Jose Ramirez singles on a ground ball to left fielder Robbie Grossman.  ","R","L","R","CLE","OAK","X",7,"ground_ball",2,1,2019,"-1.1328","0.9955","-0.5100","1.5819","null","null","null",0,8,"Bot","107.21","162.66",,,460026,,"190522_195653","6.1307","-137.6336","-7.7568","-15.4675","29.3104","-18.3091","3.4600","1.6000","39","101.7","0","93.8990","1964","5.7960",565340,407845,460026,621566,595777,656305,543760,543257,657656,640461,"54.7038","0.397","0.352","0.90",1,1,0,4,74,"4","2-Seam Fastball",2,7,2,7,7,2,2,7,"Infield shift","Standard"
"FF","2019-04-20","89.8","-2.3587","4.9627","Jose Ramirez",608070,527054,"field_out","hit_into_play",,,,,2,"Jose Ramirez grounds out to first baseman Freddie Freeman.  ","R","L","R","CLE","ATL","X",3,"ground_ball",2,2,2019,"-0.5049","1.1784","0.1880","3.0808","null",621559,"null",2,2,"Bot","160.61","165.94",,,435263,,"190420_205717","7.4188","-130.6088","-1.1843","-7.3955","27.7311","-18.5423","3.3400","1.5500","51","101.8","0","90.2050","2365","6.5820",565323,527054,435263,518692,645277,518626,621020,660670,542255,459964,"53.9172","0.397","0.352","0.00",1,0,0,4,20,"5","4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard"
"CU","2019-06-06","81.8","-3.7385","5.3592","Jose Ramirez",608070,621244,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out, second baseman Jonathan Schoop to pitcher Jose Berrios.  ","R","L","R","CLE","MIN","X",4,"ground_ball",0,1,2019,"1.4339","-0.1720","0.1104","2.4928","null","null","null",0,2,"Bot","171.28","141.05",,,553902,,"190606_234011","5.9128","-118.9385","0.4355","12.2399","22.9503","-34.1032","3.3100","1.5500","52","90.7","2","81.1160","2430","5.8810",565347,621244,553902,543068,570731,501303,593871,592696,596146,503556,"54.6187","0.392","0.384","0.00",1,0,0,2,13,"2","Curveball",0,1,0,1,1,0,0,1,"Infield shift","Standard"
"SL","2019-05-14","87.2","2.6488","5.4702","Jose Ramirez",608070,544365,"field_out","hit_into_play",,,,,4,"Jose Ramirez grounds out, second baseman Yolmer Sanchez to first baseman Yonder Alonso.  ","R","R","L","CWS","CLE","X",4,"ground_ball",0,0,2019,"-0.2662","0.2906","-0.4881","2.5371","null","null","null",1,4,"Top","142.32","153.05",,,543510,,"190514_191554","-6.9005","-126.7474","-1.5018","-1.5484","23.1379","-29.0654","3.3200","1.5500","121","79.9","7","86.2490","2512","5.5050",567283,544365,543510,475174,570560,602922,641313,547170,605508,641477,"54.9949","0.379","0.360","0.00",1,0,0,2,27,"1","Slider",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-05-13","95.3","-1.8647","6.0699","Jose Ramirez",608070,625643,"field_out","hit_into_play",,,,,1,"Jose Ramirez grounds out, shortstop Tim Anderson to first baseman Jose Abreu.  ","R","L","R","CWS","CLE","X",6,"ground_ball",1,1,2019,"-0.9047","1.0909","-0.7726","2.7437","null","null","null",0,2,"Top","143.53","143.97",,,456078,,"190514_002616","4.8405","-138.5680","-5.4840","-12.5849","30.4430","-17.3049","3.1858","1.5600","21","101.6","-6","94.7780","2020","5.9910",567282,625643,456078,547989,570560,660162,641313,547170,605508,641477,"54.5088","0.374","0.346","0.00",1,0,0,2,9,"3","4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Strategic"
"FF","2019-06-18","96.8","-1.3656","6.5322","Jose Ramirez",608070,664126,"field_out","hit_into_play",,,,,2,"Jose Ramirez lines out to shortstop Elvis Andrus.  ","R","L","R","TEX","CLE","X",6,"line_drive",0,2,2019,"0.1767","1.0479","0.2314","3.1923","null",467793,"null",1,8,"Top","118.94","130.55",,,425772,,"190619_023623","3.9034","-141.0813","-5.9474","1.6238","28.9854","-16.7334","3.3101","1.6398","169","56.1","30","98.4950","2393","6.9370",566800,664126,425772,608597,596059,452678,462101,641432,542454,425783,"53.5630","0.374","0.348","0.00",1,0,0,1,66,"3","4-Seam Fastball",1,10,10,1,10,1,10,1,"Standard","Standard"
"FC","2019-06-21","92.6","2.3276","5.5502","Jose Ramirez",608070,571510,"field_out","hit_into_play",,,,,7,"Jose Ramirez flies out sharply to left fielder Christin Stewart.  ","R","R","L","CLE","DET","X",7,"fly_ball",2,2,2019,"0.9029","1.4416","-0.4188","2.0656","null","null","null",2,1,"Bot","67.55","53.80",,,435064,,"190621_233008","-8.9284","-134.5292","-6.1977","12.7728","27.7886","-13.6576","3.2256","1.7100","367","101.2","36","92.4200","2415","6.1640",565353,571510,435064,641525,493596,605612,592348,621514,592444,592206,"54.3356","0.371","0.700","0.00",1,0,0,5,9,"6","Cutter",2,0,2,0,0,2,2,0,"Standard","Standard"
"SL","2019-06-21","77.3","2.5435","5.4659","Jose Ramirez",608070,571510,"field_out","hit_into_play",,,,,14,"Jose Ramirez flies out to left fielder Christin Stewart.  ","R","R","L","CLE","DET","X",7,"fly_ball",0,2,2019,"-0.5644","-0.7172","0.0680","0.8383","null","null","null",0,4,"Bot","78.35","98.46",,,435064,,"190622_002638","-4.2139","-112.4623","-1.6701","-3.9387","19.2465","-38.0566","3.1900","1.4900","263","75.1","29","76.2900","2349","5.4420",565353,571510,435064,641525,493596,605612,592348,621514,592444,592206,"55.0573","0.368","0.371","0.00",1,0,0,3,33,"3","Slider",2,3,2,3,3,2,2,3,"Standard","Strategic"
"CH","2019-06-17","88.2","-3.2830","5.5281","Jose Ramirez",608070,458681,"field_out","hit_into_play",,,,,7,"Jose Ramirez grounds out, first baseman Ronald Guzman to pitcher Lance Lynn.  ","R","L","R","TEX","CLE","X",3,"ground_ball",1,0,2019,"-1.0266","0.3253","-0.6541","1.9407","null","null","null",1,2,"Top","158.67","165.77",,,425772,,"190618_002533","8.4824","-128.2410","-3.3551","-12.8982","23.2214","-28.1614","3.4128","1.5500","50","91.6","1","88.4000","1776","6.1820",566799,458681,425772,608597,596059,452678,462101,641432,592261,542454,"54.3179","0.366","0.361","0.00",1,0,0,2,8,"2","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-05-08","96.3","-1.8223","6.0675","Jose Ramirez",608070,625643,"single","hit_into_play_no_out",,,,,5,"Jose Ramirez singles on a sharp ground ball to left fielder Nicky Delmonico.  ","R","L","R","CLE","CWS","X",7,"ground_ball",0,1,2019,"-0.9801","1.0634","0.0665","2.6749","null","null","null",2,1,"Bot","87.97","122.76",,,456078,,"190508_222127","7.2560","-139.9638","-5.8386","-14.5597","31.8016","-17.0516","3.4300","1.6200","129","77.5","9","96.4160","2170","6.4370",565332,625643,456078,547989,570560,660162,641313,547170,605508,641477,"54.0628","0.366","0.345","0.90",1,1,0,2,7,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-04-03","91.0","2.0682","6.9612","Jose Ramirez",608070,607074,"field_out","hit_into_play",,,,,5,"Jose Ramirez lines out to center fielder Leury Garcia.  ","R","R","L","CLE","CWS","X",8,"line_drive",2,1,2019,"0.5394","1.6812","0.1296","2.7169","null","null","null",0,3,"Bot","133.18","77.04",,,543510,,"190403_182331","-5.8742","-132.1848","-8.1249","7.2970","25.2310","-11.6100","3.4110","1.5650","302","86.6","21","89.8540","2148","5.4510",565317,607074,543510,547989,570560,660162,602922,650391,544725,594953,"55.0489","0.358","0.363","0.00",1,0,0,3,28,"4","4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard"
"CH","2019-05-01","84.7","2.2410","6.1474","Jose Ramirez",608070,592761,"field_out","hit_into_play",,,,,9,"Jose Ramirez grounds out, third baseman Jon Berti to first baseman Martin Prado.  ","R","R","L","MIA","CLE","X",5,"ground_ball",1,1,2019,"1.5702","0.7051","0.3592","1.5412","null","null","null",2,1,"Top","102.54","164.76",,,595751,,"190501_231346","-7.2257","-122.8492","-5.5714","16.7361","25.4887","-24.4620","3.3400","1.5800","48","90.8","1","82.6580","1871","5.2150",567376,592761,595751,445988,516770,542932,500743,434158,594011,605119,"55.2840","0.353","0.341","0.00",1,0,0,2,3,"3","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"CU","2019-05-28","85.8","-1.6171","6.4354","Jose Ramirez",608070,598264,"field_out","hit_into_play",,,,,7,"Jose Ramirez grounds out, shortstop Xander Bogaerts to first baseman Steve Pearce.  ","R","L","R","BOS","CLE","X",6,"ground_ball",1,0,2019,"0.3602","-1.1699","-0.3673","1.6282","null",596019,467793,2,8,"Top","140.80","141.05",,,543877,,"190529_031806","2.2247","-124.8667","-2.7540","3.2590","25.5765","-43.9122","3.3184","1.6322","16","100.8","-6","85.2730","2216","5.9810",565052,598264,543877,456665,656308,646240,593428,571788,598265,605141,"54.5188","0.345","0.334","0.00",1,0,0,2,61,"2","Curveball",3,2,2,3,2,3,2,3,"Infield shift","Strategic"
"FF","2019-05-24","95.8","1.6540","6.6737","Jose Ramirez",608070,605483,"single","hit_into_play_no_out",,,,,1,"Jose Ramirez singles on a fly ball to right fielder Avisail Garcia.  ","R","R","L","CLE","TB","X",9,"fly_ball",1,1,2019,"0.4440","1.5614","-0.4578","3.0519","null","null","null",0,7,"Bot","191.02","136.61",,,518595,,"190525_013612","-6.6086","-139.3796","-7.5536","7.2408","29.5308","-10.2270","3.3200","1.5700","215","67.3","43","96.3800","2317","6.5020",565342,605483,518595,596847,664040,621002,642715,502054,595281,541645,"53.9970","0.342","0.333","0.90",1,1,0,3,55,"3","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-05-08","96.0","-1.7572","5.9784","Jose Ramirez",608070,625643,"field_out","hit_into_play",,,,,6,"Jose Ramirez lines out to right fielder Ryan Cordell.  ","R","L","R","CLE","CWS","X",9,"line_drive",0,0,2019,"-0.6544","1.1474","0.3248","2.4341","null","null","null",0,4,"Bot","196.14","91.36",,,456078,,"190508_230253","6.9519","-139.7203","-6.4163","-9.9212","26.5830","-16.0675","3.4300","1.6200","303","88.9","21","96.3280","2108","6.1220",565332,625643,456078,547989,570560,660162,641313,547170,605508,641477,"54.3775","0.337","0.352","0.00",1,0,0,3,28,"1","4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shift","Standard"
"FF","2019-05-06","96.2","-1.3970","6.3937","Jose Ramirez",608070,621114,"field_out","hit_into_play",,,,,3,"Jose Ramirez grounds out, second baseman Yolmer Sanchez to first baseman Jose Abreu.  ","R","L","R","CLE","CWS","X",4,"ground_ball",1,0,2019,"-0.4218","1.1497","0.4070","2.8834","null","null","null",0,8,"Bot","152.79","148.37",,,543510,,"190507_004617","5.8631","-140.1407","-6.5510","-6.9729","29.6394","-15.3262","3.2803","1.6397","40","95.1","-1","98.0100","1961","7.1040",565330,621114,543510,547989,570560,660162,641313,547170,544725,605508,"53.3951","0.334","0.328","0.00",1,0,0,2,67,"2","4-Seam Fastball",1,9,1,9,9,1,1,9,"Infield shift","Standard"
"CH","2019-04-30","87.0","1.4821","5.8821","Jose Ramirez",608070,606424,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out, third baseman Jon Berti to first baseman Martin Prado.  ","R","R","L","MIA","CLE","X",5,"ground_ball",3,2,2019,"1.6365","0.6923","-0.4712","1.1266","null","null","null",1,9,"Top","104.97","167.79",,,595751,,"190501_015645","-8.0733","-126.3740","-6.6312","19.2680","26.3692","-23.5646","3.4300","1.6300","7","108.0","-10","87.0760","2304","6.4900",567375,606424,595751,445988,516770,542932,500743,434158,543194,605119,"54.0098","0.334","0.327","0.00",1,0,0,2,74,"6","Changeup",4,7,7,4,7,4,7,4,"Infield shift","Standard"
"FF","2019-04-13","94.4","-1.1347","6.4148","Jose Ramirez",608070,503449,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out, shortstop Adalberto Mondesi to first baseman Ryan O'Hearn.  ","R","L","R","KC","CLE","X",6,"ground_ball",3,2,2019,"-0.9812","1.2121","-0.9222","1.1009","null","null","null",1,9,"Top","98.13","155.78",,,455117,,"190414_014048","2.6854","-137.2038","-10.7590","-12.8619","27.6597","-14.9965","3.3400","1.5300","99","78.2","7","94.1340","1863","6.0010",565712,503449,455117,656811,593160,641531,609275,460086,572008,624585,"54.4990","0.332","0.306","0.00",1,0,0,2,60,"7","4-Seam Fastball",3,0,0,3,0,3,0,3,"Infield shift","Strategic"
"FF","2019-06-18","92.2","1.5587","6.7276","Jose Ramirez",608070,592767,"field_out","hit_into_play",,,,,4,"Jose Ramirez lines out to left fielder Willie Calhoun.  ","R","R","L","TEX","CLE","X",7,"line_drive",0,0,2019,"0.6529","1.6174","-0.4270","2.4134","null","null",640458,2,6,"Top","84.18","93.70",,,425772,,"190619_020041","-6.2647","-133.8245","-8.3458","8.8373","26.5051","-11.9510","3.2999","1.5976","270","74.5","31","90.5640","2097","5.2510",566800,592767,425772,608597,596059,452678,462101,641432,542454,425783,"55.2489","0.321","0.355","0.00",1,0,0,3,50,"1","4-Seam Fastball",1,7,7,1,7,1,7,1,"Standard","Standard"
"CH","2019-06-20","87.5","1.3895","5.8383","Jose Ramirez",608070,501985,"field_out","hit_into_play",,,,,14,"Jose Ramirez lines out to left fielder Willie Calhoun.  ","R","R","L","TEX","CLE","X",7,"line_drive",0,1,2019,"1.5200","0.7541","0.7698","1.4062",467793,656669,"null",2,6,"Top","82.71","71.96",,,425772,,"190620_194653","-4.5041","-127.0764","-5.9662","17.0453","26.6257","-23.1865","3.3862","1.5687","317","86.2","22","86.4100","2285","5.7530",566802,501985,425772,608597,596059,452678,462101,641432,592261,542454,"54.7468","0.313","0.329","0.00",1,0,0,3,43,"2","Changeup",2,1,1,2,1,2,1,2,"Standard","Standard"
"FT","2019-05-12","92.4","-1.9764","5.7782","Jose Ramirez",608070,596043,"field_out","hit_into_play",,,,,1,"Jose Ramirez lines out to right fielder Stephen Piscotty.  ","R","L","R","OAK","CLE","X",9,"line_drive",2,2,2019,"-1.1526","1.3127","-0.4759","2.8979","null","null",547982,2,5,"Top","195.66","84.15",,,572033,,"190512_214213","6.3513","-134.4060","-4.4255","-15.3631","27.3061","-15.4447","3.3000","1.5600","355","96.4","26","92.8460","2137","6.4340",566107,596043,572033,621566,595777,640461,543760,543257,657656,572039,"54.0650","0.300","0.449","0.00",1,0,0,5,39,"5","2-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"FF","2019-03-30","91.3","-1.0243","6.0050","Jose Ramirez",608070,543606,"field_out","hit_into_play",,,,,13,"Jose Ramirez flies out to center fielder Byron Buxton.  ","R","L","R","MIN","CLE","X",8,"fly_ball",1,2,2019,"-1.0771","1.4013","-0.0195","1.3428","null","null",547982,2,3,"Top","114.52","61.96",,,641598,,"190330_185636","4.7067","-132.4622","-8.6219","-13.3634","27.9761","-14.5114","3.4110","1.5650","343","95.7","31","89.9690","2077","5.6130",566963,543606,641598,543068,570731,503556,593871,592696,621439,596146,"54.8866","0.287","0.499","0.00",1,0,0,5,17,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FT","2019-06-23","89.1","1.8401","5.9353","Jose Ramirez",608070,596057,"field_out","hit_into_play",,,,,14,"Jose Ramirez lines out to right fielder Nicholas Castellanos.  ","R","R","L","CLE","DET","X",9,"line_drive",1,0,2019,"1.3559","0.8751","0.9178","2.0599","null","null","null",1,3,"Bot","179.77","70.33",,,435064,,"190623_180617","-4.9207","-129.6015","-5.2408","15.8196","23.9404","-21.8151","3.1800","1.4900","329","95.5","20","88.0660","2197","5.4050",565355,596057,435064,641525,493596,605612,592348,621514,592444,592206,"55.0945","0.284","0.389","0.00",1,0,0,4,26,"2","2-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard"
"SL","2019-04-04","87.3","2.0642","6.3442","Jose Ramirez",608070,641835,"sac_fly","hit_into_play_score",,,,,5,"Jose Ramirez out on a sacrifice fly to right fielder Socrates Brito.   Tyler Naquin scores.    Eric Stamets to 3rd.    Leonys Martin to 2nd.  ","R","R","L","CLE","TOR","X",9,"line_drive",3,2,2019,"0.2090","0.3639","-0.1976","2.1111",571980,608715,547982,0,7,"Bot","203.74","90.12",,,643376,,"190405_002511","-5.8706","-127.0883","-4.8366","3.3666","23.6743","-27.5147","3.3038","1.4748","315","95.4","24","87.6260","2134","6.2680",565318,641835,643376,666971,593700,592273,520471,641856,545341,593647,"54.2315","0.279","0.360","0.00",1,0,0,5,57,"8","Slider",2,0,2,0,0,2,2,0,"Infield shift","Standard"
"FF","2019-05-29","93.9","2.1657","6.0009","Jose Ramirez",608070,657031,"double","hit_into_play_no_out",,,,,7,"Jose Ramirez doubles (8) on a line drive to center fielder Jackie Bradley Jr. ","R","R","L","BOS","CLE","X",8,"line_drive",1,0,2019,"0.4238","1.2946","-0.6222","1.9142","null","null","null",0,5,"Top","77.13","51.37",,,543877,,"190529_234820","-8.1107","-136.4119","-7.6956","6.9091","27.2216","-14.6825","3.1755","1.5517","366","96.2","27","93.8680","2364","6.1550",565053,657031,543877,656308,571788,646240,593428,643217,598265,605141,"54.3447","0.263","0.433","1.25",1,1,1,5,44,"2","4-Seam Fastball",6,7,7,6,7,6,7,6,"Standard","Standard"
"SL","2019-06-14","82.7","-1.2035","5.9714","Jose Ramirez",608070,571656,"triple","hit_into_play_score",,,,,7,"Jose Ramirez triples (1) on a fly ball to center fielder JaCoby Jones.   Carlos Santana scores.  ","R","L","R","DET","CLE","X",8,"fly_ball",1,2,2019,"0.3821","0.0303","-0.4140","1.8360","null","null",467793,2,5,"Top","177.04","43.20",,,543308,,"190615_005743","1.0653","-120.5095","-3.0735","3.4936","19.9051","-31.5896","3.3200","1.5700","385","95.4","25","82.3190","2778","5.6230",565544,571656,543308,641525,605612,608475,592348,621514,592444,592206,"54.8763","0.260","0.377","1.60",1,1,2,5,49,"4","Slider",3,10,10,3,10,3,10,3,"Infield shift","Standard"
"CU","2019-05-25","78.7","-2.1173","5.6682","Jose Ramirez",608070,450203,"single","hit_into_play_no_out",,,,,8,"Jose Ramirez singles on a ground ball to center fielder Kevin Kiermaier.   Jake Bauers to 3rd.  ","R","L","R","CLE","TB","X",8,"ground_ball",0,2,2019,"1.3489","-0.6952","-0.1131","2.0802","null","null",641343,0,2,"Bot","147.41","119.20",,,518595,,"190525_232522","1.8789","-114.5127","0.2769","11.3587","20.4102","-38.4820","3.3200","1.5700","69","78.2","4","78.1920","2863","5.8570",565343,450203,518595,596847,664040,621002,642715,502054,595281,640457,"54.6429","0.258","0.244","0.90",1,1,0,2,13,"3","Curveball",0,1,0,1,1,0,0,1,"Infield shift","Strategic"
"FC","2019-06-14","89.7","-2.7096","5.2367","Jose Ramirez",608070,448614,"field_out","hit_into_play",,,,,8,"Jose Ramirez grounds out, second baseman Harold Castro to first baseman Brandon Dixon.  ","R","L","R","DET","CLE","X",4,"ground_ball",0,1,2019,"0.1685","0.8148","0.2210","1.9909","null",596019,656669,2,9,"Top","150.88","152.80",,,543308,,"190615_020900","6.8615","-130.5167","-3.8156","0.7360","22.6935","-22.3737","3.3200","1.5700","41","84.5","1","89.9120","2215","6.0390",565544,448614,543308,641525,605612,608475,592348,621514,592444,592206,"54.4607","0.245","0.248","0.00",1,0,0,2,82,"2","Cutter",3,13,13,3,13,3,13,3,"Infield shift","Strategic"
"FF","2019-06-26","91.8","-2.3983","5.8329","Jose Ramirez",608070,596001,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out to first baseman Cheslor Cuthbert.  ","R","L","R","CLE","KC","X",3,"ground_ball",0,0,2019,"-0.3283","1.0448","-0.2157","2.3051","null","null",467793,2,1,"Bot","157.57","168.48",,,595956,,"190626_172442","6.1986","-133.5927","-5.3698","-5.0717","24.4851","-18.8612","3.3000","1.5600","46","83.7","1","91.9970","2071","6.0720",565358,596001,595956,596144,670032,641531,600858,593160,571740,624585,"54.4276","0.245","0.248","0.00",1,0,0,2,8,"1","4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard"
"CH","2019-06-25","86.8","-2.3258","5.2818","Jose Ramirez",608070,642098,"field_out","hit_into_play",,,,,8,"Jose Ramirez lines out to left fielder Alex Gordon.  ","R","L","R","CLE","KC","X",7,"line_drive",3,2,2019,"-0.9763","1.0207","-0.2068","1.8779","null","null",467793,2,1,"Bot","92.32","88.10",,,455117,,"190625_233006","7.0636","-126.2275","-4.0760","-11.8153","23.7325","-20.6437","3.3750","1.7444","276","79.4","27","87.0810","2019","6.3320",565357,642098,455117,446263,670032,641531,600858,460086,593160,624585,"54.1679","0.240","0.228","0.00",1,0,0,3,8,"7","Changeup",1,0,1,0,0,1,1,0,"Standard","Standard"
"FT","2019-03-31","94.1","1.1603","5.5238","Jose Ramirez",608070,527048,"single","hit_into_play_no_out",,,,,12,"Jose Ramirez singles on a ground ball to right fielder Jake Cave.   Eric Stamets to 2nd.  ","R","R","L","MIN","CLE","X",9,"ground_ball",2,0,2019,"1.6676","0.7181","0.8637","2.5948","null","null",608715,2,8,"Top","166.15","108.83",,,553902,,"190331_202034","-4.4117","-136.8136","-3.3644","21.6261","34.3519","-22.7542","3.2850","1.4870","26","89.2","-4","93.1120","2004","6.0660",566964,527048,553902,592122,570731,501303,593871,592696,621439,595909,"54.4335","0.240","0.227","0.90",1,1,0,2,63,"3","2-Seam Fastball",8,0,0,8,0,8,0,8,"Infield shift","Standard"
"FF","2019-06-09","96.6","-2.4567","5.8836","Jose Ramirez",608070,643338,"single","hit_into_play_no_out",,,,,5,"Jose Ramirez singles on a fly ball to right fielder Cameron Maybin.  ","R","L","R","CLE","NYY","X",9,"fly_ball",2,2,2019,"-0.6645","1.3847","0.0376","2.3795","null","null","null",2,2,"Bot","143.90","96.11",,,596142,,"190609_175658","8.1279","-140.3576","-6.8817","-10.5726","31.3664","-12.6063","3.4221","1.5561","250","72.8","39","96.4270","2464","6.2450",565350,643338,596142,572228,518934,570482,650402,458731,543305,457727,"54.2549","0.237","0.237","0.90",1,1,0,3,20,"5","4-Seam Fastball",0,5,0,5,5,0,0,5,"Infield shift","Standard"
"FC","2019-05-13","90.1","-1.3030","6.3876","Jose Ramirez",608070,517008,"field_out","hit_into_play",,,,,14,"Jose Ramirez grounds out to first baseman Jose Abreu.  ","R","L","R","CWS","CLE","X",3,"ground_ball",1,1,2019,"0.1056","0.6188","0.2269","0.8356","null","null","null",2,9,"Top","159.38","164.39",,,456078,,"190514_023903","3.5316","-130.6114","-8.8411","0.2811","32.7883","-23.4022","3.2723","1.5600","14","87.2","-3","88.2360","2338","5.7760",567282,517008,456078,547989,570560,660162,641313,547170,605508,641477,"54.7231","0.232","0.198","0.00",1,0,0,2,65,"3","Cutter",5,2,2,5,2,5,2,5,"Infield shift","Standard"
