"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CH","2019-06-05","85.1","2.0505","5.7159","Jose Ramirez",608070,527048,"field_out","hit_into_play_score",,,,,6,"Jose Ramirez grounds out softly to first baseman C.  J. Cron.   Francisco Lindor scores.    Oscar Mercado to 3rd.    Jordan Luplow to 2nd.  ","R","R","L","CLE","MIN","X",3,"ground_ball",3,1,2019,"1.0060","0.7416","0.3485","2.5427",596019,640458,656669,1,1,"Bot","144.95","180.06",,,488771,,"190605_232617","-6.0566","-123.8607","-2.6999","11.6001","22.3816","-24.1252","3.3200","1.5600","7","43.6","-20","85.8860","1762","6.5690",565346,527048,488771,543068,503556,593934,593871,592696,621439,596146,"53.9302","0.118","0.116","0.00",1,0,0,1,8,"5","Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-05-14","92.9","2.4479","5.6899","Jose Ramirez",608070,544365,"field_out","hit_into_play",,,,,4,"Jose Ramirez lines out to left fielder Nicky Delmonico.  ","R","R","L","CWS","CLE","X",7,"line_drive",0,1,2019,"0.8182","1.1783","-0.7144","2.7026","null","null","null",1,2,"Top","38.84","84.80",,,543510,,"190514_183303","-9.9057","-134.9322","-4.3987","12.2770","31.4413","-17.0172","3.3200","1.5500","337","91.0","25","92.7080","2041","6.4390",567283,544365,543510,475174,570560,602922,641313,547170,605508,641477,"54.0606","0.116","0.157","0.00",1,0,0,3,10,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2019-06-06","94.8","1.6874","5.4658","Jose Ramirez",608070,573124,"field_out","hit_into_play",,,,,2,"Jose Ramirez flies out to center fielder Byron Buxton.  ","R","R","L","CLE","MIN","X",8,"fly_ball",0,2,2019,"1.2634","0.5833","-0.0823","3.2567","null","null","null",0,9,"Bot","127.98","58.36",,,553902,,"190607_020509","-7.3347","-137.8335","-1.3970","17.4558","29.0404","-24.7593","3.3200","1.5700","333","94.7","36","94.2510","1967","5.8970",565347,573124,553902,543068,570731,503556,593871,592696,621439,596146,"54.6024","0.116","0.214","0.00",1,0,0,3,71,"4","2-Seam Fastball",3,5,3,5,5,3,3,5,"Infield shift","Standard"
"CH","2019-05-23","81.7","2.6723","5.5193","Jose Ramirez",608070,642232,"field_out","hit_into_play",,,,,12,"Jose Ramirez lines out to center fielder Kevin Kiermaier.  ","R","R","L","CLE","TB","X",8,"line_drive",2,2,2019,"1.2653","0.5923","1.1434","2.9050","null","null","null",0,5,"Bot","129.99","48.98",,,456124,,"190523_232344","-5.8753","-118.9299","-0.4752","13.1011","22.0498","-26.6735","3.3000","1.5600","355","90.4","28","81.8520","2244","6.2970",565341,642232,456124,596847,664040,623205,642715,502054,595281,541645,"54.2029","0.113","0.157","0.00",1,0,0,3,36,"6","Changeup",0,3,0,3,3,0,0,3,"Standard","Standard"
"FC","2019-04-07","91.2","-1.8522","5.3790","Jose Ramirez",608070,573186,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out to first baseman Rowdy Tellez.  ","R","L","R","CLE","TOR","X",3,"ground_ball",2,2,2019,"0.0920","0.6965","0.2034","2.3955","null","null","null",1,3,"Bot","158.58","165.43",,,643376,,"190407_175403","4.9065","-132.6535","-3.0851","0.1380","25.0839","-23.7465","3.2850","1.4870","2","78.3","-50","90.4040","2445","5.5680",565321,573186,643376,642133,593700,620446,520471,641856,545341,593647,"54.9313","0.113","0.099","0.00",1,0,0,2,20,"5","Cutter",2,0,2,0,0,2,2,0,"Infield shift","Standard"
"FF","2019-05-18","91.6","0.4802","6.8935","Jose Ramirez",608070,607644,"field_out","hit_into_play",,,,,13,"Jose Ramirez lines out to left fielder Dwight Smith Jr. ","R","R","L","CLE","BAL","X",7,"line_drive",0,0,2019,"-0.0552","1.6474","-0.9318","2.2227","null","null","null",1,2,"Bot","46.87","79.62",,,600474,,"190518_203210","-3.3950","-133.0274","-9.2648","0.0098","25.5315","-11.4633","3.3100","1.5600","336","89.8","28","90.5760","2344","5.5410",565336,607644,600474,448801,542340,547004,621006,596105,592859,572073,"54.9585","0.113","0.157","0.00",1,0,0,3,11,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-04-15","93.6","2.3949","5.9182","Jose Ramirez",608070,579328,"field_out","hit_into_play",,,,,6,"Jose Ramirez grounds out to first baseman Edwin Encarnacion.  ","R","R","L","SEA","CLE","X",3,"ground_ball",2,2,2019,"0.1028","1.1437","0.5986","2.5820","null","null","null",1,1,"Top","147.79","163.86",,,553882,,"190416_021451","-4.9078","-136.3289","-5.5305","2.2822","27.0780","-16.7078","3.3300","1.5300","4","98.4","-33","94.7870","2063","6.7140",566381,579328,553882,429665,543829,592387,542921,570267,605480,571745,"53.7851","0.108","0.100","0.00",1,0,0,2,2,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-06-04","94.1","-1.8347","6.1850","Jose Ramirez",608070,608648,"field_out","hit_into_play",,,,,2,"Jose Ramirez flies out to center fielder Byron Buxton.  ","R","L","R","CLE","MIN","X",8,"fly_ball",1,2,2019,"-0.4052","1.1427","-0.1481","3.2365","null","null","null",2,8,"Bot","124.68","43.95",,,641598,,"190605_012834","5.2661","-137.0909","-4.5575","-6.1185","25.2368","-16.9995","3.3200","1.5600","366","91.4","30","94.7340","2355","6.2230",565345,608648,641598,503556,570731,593934,593871,592696,621439,596146,"54.2763","0.090","0.137","0.00",1,0,0,3,63,"4","4-Seam Fastball",5,2,5,2,2,5,5,2,"Infield shift","Standard"
"FF","2019-04-11","92.4","-1.7959","5.6198","Jose Ramirez",608070,605513,"field_out","hit_into_play",,,,,6,"Jose Ramirez lines out to right fielder Niko Goodrum.  ","R","L","R","DET","CLE","X",9,"line_drive",3,2,2019,"0.0093","0.8350","0.3629","2.7646",608715,547982,"null",2,4,"Top","204.79","99.50",,,606988,,"190411_182103","5.4187","-134.3967","-3.2129","-1.0349","28.4099","-21.8133","3.3400","1.5300","332","88.1","26","91.5300","2360","5.7340",565515,605513,606988,543308,543281,600869,474568,640460,592444,592348,"54.7656","0.087","0.091","0.00",1,0,0,3,30,"6","4-Seam Fastball",0,3,3,0,3,0,3,0,"Infield shift","Standard"
"CH","2019-04-16","82.3","-2.5075","5.1167","Jose Ramirez",608070,502190,"grounded_into_double_play","hit_into_play",,,,,4,"Jose Ramirez grounds into a double play, first baseman Jay Bruce to shortstop Tim Beckham to pitcher Mike Leake.   Leonys Martin out at 2nd.    Jose Ramirez out at 1st.  ","R","L","R","SEA","CLE","X",3,"ground_ball",2,1,2019,"-1.2536","-0.0211","-0.6730","2.2890","null","null",547982,0,1,"Top","146.78","163.35",,,608596,,"190417_021250","6.3656","-119.5810","0.0926","-12.7891","20.7525","-32.6283","3.3300","1.5500","7","85.1","-18","81.0640","1652","5.3080",566382,502190,608596,457803,543829,592387,542921,570267,605480,571745,"55.1918","0.082","0.079","0.00",1,0,0,2,2,"4","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2019-04-23","87.2","-3.3474","5.2519","Jose Ramirez",608070,641154,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out to first baseman Martin Prado.  ","R","L","R","CLE","MIA","X",3,"ground_ball",1,1,2019,"-1.0439","0.2374","-1.0015","1.4620","null","null","null",2,1,"Bot","152.49","168.48",,,595751,,"190423_222033","7.9704","-127.0619","-3.6320","-13.0878","20.8904","-29.0397","3.4225","1.6089","null","82.9","-21","89.3250","1811","7.0910",565325,641154,595751,445988,516770,542932,500743,434158,543194,605119,"53.4084","0.066","0.060","0.00",1,0,0,2,6,"3","Changeup",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2019-06-01","87.8","2.7940","6.5657","Jose Ramirez",608070,605240,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out, third baseman Yoan Moncada to first baseman Yonder Alonso.  ","R","R","L","CWS","CLE","X",5,"ground_ball",3,2,2019,"-0.1160","0.1490","-0.5120","1.2281","null","null","null",0,9,"Top","104.58","173.11",,,543510,,"190601_204407","-7.6064","-127.5228","-7.0084","0.1355","22.8748","-29.5745","3.2850","1.4870","null","82.9","-21","86.4490","2564","5.2470",567293,605240,543510,475174,570560,660162,641313,650391,544725,605508,"55.2523","0.066","0.060","0.00",1,0,0,2,64,"6","Cutter",2,4,4,2,4,2,4,2,"Standard","Strategic"
"CH","2019-06-09","89.3","-2.2853","5.4676","Jose Ramirez",608070,592454,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out, third baseman Gio Urshela to first baseman Luke Voit.  ","R","L","R","CLE","NYY","X",5,"ground_ball",0,2,2019,"-1.1724","0.1360","-0.2320","1.3189","null","null","null",2,6,"Bot","116.93","157.81",,,596142,,"190609_192933","7.5562","-129.9048","-4.5692","-14.8429","23.6169","-29.9601","3.3305","1.5560","null","82.9","-21","90.0870","1371","6.4950",565350,592454,596142,572228,518934,570482,650402,458731,543305,457727,"54.0049","0.066","0.060","0.00",1,0,0,2,54,"3","Changeup",4,5,4,5,5,4,4,5,"Infield shift","Standard"
"FF","2019-06-02","95.7","-1.2319","6.5139","Jose Ramirez",608070,608337,"field_out","hit_into_play",,,,,5,"Jose Ramirez pops out to shortstop Tim Anderson.  ","R","L","R","CWS","CLE","X",6,"popup",2,2,2019,"-0.6623","1.5278","0.1729","2.4177","null","null","null",0,2,"Top","111.25","111.25",,,543510,,"190602_183112","5.2096","-139.2227","-8.7198","-9.7298","27.2164","-10.5582","3.3100","1.5600","215","76.0","52","96.3840","2250","6.4070",567294,608337,543510,475174,570560,602922,641313,650391,544725,605508,"54.0921","0.066","0.077","0.00",1,0,0,3,9,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-03-28","93.9","-3.1147","5.4299","Jose Ramirez",608070,621244,"field_out","hit_into_play",,,,,12,"Jose Ramirez grounds out softly, shortstop Jorge Polanco to first baseman C.  J. Cron.  ","R","L","R","MIN","CLE","X",6,"ground_ball",0,2,2019,"-0.9909","1.2098","1.0093","2.9348","null","null","null",2,6,"Top","139.88","164.06",,,488771,,"190328_212420","12.8635","-136.1877","-3.4125","-15.0703","28.0484","-16.5032","3.3767","1.4870","18","59.0","-8","94.0750","2272","6.4340",566962,621244,488771,543068,570731,503556,593871,592696,621439,596146,"54.0651","0.066","0.050","0.00",1,0,0,1,36,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FT","2019-03-31","95.5","0.8660","5.5640","Jose Ramirez",608070,527048,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out, pitcher Martin Perez to first baseman C.  J. Cron.   Leonys Martin to 2nd.  ","R","R","L","MIN","CLE","X",1,"ground_ball",1,2,2019,"1.3380","0.9633","-0.9555","2.0862","null","null",547982,1,6,"Top","124.05","185.89",,,553902,,"190331_194814","-7.7140","-138.7150","-5.5873","18.8149","32.5155","-18.8628","3.2850","1.4870","null","82.9","-21","94.6640","2137","6.0110",566964,527048,553902,543068,570731,503556,593871,592696,621439,596146,"54.4884","0.066","0.060","0.00",1,0,0,2,47,"4","2-Seam Fastball",8,0,0,8,0,8,0,8,"Standard","Standard"
"CH","2019-05-14","90.3","-1.8014","5.9275","Jose Ramirez",608070,573668,"field_out","hit_into_play",,,,,7,"Jose Ramirez grounds out, second baseman Yolmer Sanchez to first baseman Yonder Alonso.  ","R","L","R","CWS","CLE","X",4,"ground_ball",2,2,2019,"-1.0143","-0.3650","-0.6039","2.0324","null","null","null",0,8,"Top","145.35","162.14",,,543510,,"190514_203727","5.2832","-131.5947","-2.9917","-13.2053","28.7015","-36.0412","3.3200","1.5500","null","82.9","-21","91.6160","1547","7.0640",567283,573668,543510,475174,570560,602922,641313,547170,605508,641477,"53.4352","0.066","0.060","0.00",1,0,0,2,58,"6","Changeup",0,8,8,0,8,0,8,0,"Infield shift","Standard"
"CU","2019-04-06","74.4","2.2190","4.8108","Jose Ramirez",608070,623381,"field_out","hit_into_play",,,,,8,"Jose Ramirez grounds out softly, shortstop Freddy Galvis to first baseman Rowdy Tellez.   Greg Allen to 3rd.  ","R","R","L","CLE","TOR","X",6,"ground_ball",1,2,2019,"-1.2335","-0.5689","-0.2737","1.4114","null",656185,"null",0,1,"Bot","114.90","166.44",,,643376,,"190406_202045","-2.9648","-108.2277","1.2439","-8.9316","19.7510","-37.0247","3.2850","1.4870","null","82.9","-21","73.5690","2589","5.7870",565320,623381,643376,642133,666971,592273,520471,606192,545341,641856,"54.7120","0.066","0.060","0.00",1,0,0,2,6,"4","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2019-05-29","76.2","-1.8601","5.2741","Jose Ramirez",608070,543901,"force_out","hit_into_play",,,,,5,"Jose Ramirez grounds into a force out, first baseman Michael Chavis to shortstop Xander Bogaerts.   Carlos Santana to 3rd.    Jason Kipnis out at 2nd.    Jose Ramirez to 1st.  ","R","L","R","BOS","CLE","X",3,"ground_ball",0,2,2019,"1.4810","-0.9080","-0.2583","2.1861","null",467793,543401,0,3,"Top","151.47","167.97",,,543877,,"190529_230924","0.7811","-110.7716","2.1608","11.5798","21.4376","-40.0691","3.3200","1.5700","8","72.0","-16","74.6820","2421","5.4120",565053,543901,543877,656308,571788,646240,593428,643217,598265,605141,"55.0874","0.063","0.056","0.00",1,0,0,2,25,"4","Curveball",3,3,3,3,3,3,3,3,"Infield shift","Standard"
"FF","2019-05-21","91.5","-2.0862","5.8025","Jose Ramirez",608070,465657,"field_out","hit_into_play",,,,,5,"Jose Ramirez lines out to left fielder Robbie Grossman.  ","R","L","R","CLE","OAK","X",7,"line_drive",0,1,2019,"-0.6113","1.5506","-0.1860","2.6002","null","null","null",0,8,"Bot","75.99","88.52",,,572033,,"190522_011344","6.0478","-133.0098","-5.4847","-8.4111","26.7943","-13.0452","3.4110","1.5650","288","82.3","29","91.1100","2261","5.9740",565339,465657,572033,621566,595777,656305,543760,543257,657656,572039,"54.5257","0.060","0.073","0.00",1,0,0,3,69,"2","4-Seam Fastball",3,5,3,5,5,3,3,5,"Infield shift","Standard"
"SI","2019-04-30","95.1","-2.3959","6.0277","Jose Ramirez",608070,645261,"field_out","hit_into_play",,,,,7,"Jose Ramirez grounds out to first baseman Garrett Cooper.  ","R","L","R","MIA","CLE","X",3,"ground_ball",2,0,2019,"-1.5165","0.4227","-0.6272","2.0558","null","null","null",2,1,"Top","154.03","170.82",,,595751,,"190430_231345","7.8599","-138.0205","-5.5482","-20.7566","33.2347","-25.8456","3.3600","1.5800","4","66.3","-30","93.6170","2382","5.7480",567375,645261,595751,643265,516770,445988,500743,434158,543194,605119,"54.7519","0.058","0.047","0.00",1,0,0,2,3,"3","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2019-06-07","88.1","-1.9854","5.5223","Jose Ramirez",608070,593334,"field_out","hit_into_play",,,,,13,"Jose Ramirez grounds out, pitcher Domingo German to first baseman Luke Voit.  ","R","L","R","CLE","NYY","X",1,"ground_ball",1,1,2019,"-1.5311","0.9071","-0.4460","1.4036","null","null","null",1,6,"Bot","135.21","182.70",,,596142,,"190608_004859","6.8553","-128.0415","-5.7317","-18.1125","26.3679","-21.3259","3.4202","1.7087","18","60.2","-5","87.7170","2502","6.1100",565348,593334,596142,572228,518934,570482,544369,458731,543305,640449,"54.3893","0.055","0.059","0.00",1,0,0,2,45,"3","Changeup",4,2,4,2,2,4,4,2,"Infield shift","Standard"
"CH","2019-06-14","78.8","1.8718","5.9241","Jose Ramirez",608070,543278,"single","hit_into_play_no_out",,,,,14,"Jose Ramirez singles on a soft ground ball to shortstop Niko Goodrum.  ","R","R","L","DET","CLE","X",6,"ground_ball",1,2,2019,"1.4680","0.8131","1.3817","2.3088","null","null","null",0,8,"Top","107.27","159.46",,,543308,,"190615_014512","-3.7063","-114.6309","-2.4798","13.3930","21.7262","-24.9216","3.3200","1.5700","8","69.7","-16","78.0650","1954","5.8430",565544,543278,543308,641525,605612,608475,592348,621514,592444,592206,"54.6560","0.053","0.053","0.90",1,1,0,2,69,"5","Changeup",3,11,11,3,11,3,11,3,"Standard","Standard"
"CH","2019-06-20","86.3","1.3953","5.8488","Jose Ramirez",608070,501985,"grounded_into_double_play","hit_into_play",,,,,6,"Jose Ramirez grounds into a double play, second baseman Rougned Odor to first baseman Ronald Guzman.   Carlos Santana out at 2nd.    Jose Ramirez out at 1st.  ","R","R","L","TEX","CLE","X",4,"ground_ball",2,0,2019,"1.4355","1.2610","0.4985","2.1422","null","null",467793,1,4,"Top","156.37","137.58",,,425772,,"190620_191152","-4.9113","-125.3237","-4.9564","15.7530","27.3748","-18.4658","3.2878","1.6044","165","60.9","54","84.8750","2232","5.6600",566802,501985,425772,608597,596059,452678,462101,641432,592261,542454,"54.8395","0.050","0.050","0.00",1,0,0,3,27,"3","Changeup",2,0,0,2,0,2,0,2,"Standard","Standard"
"FF","2019-05-07","95.9","-1.1855","6.7548","Jose Ramirez",608070,608337,"field_out","hit_into_play",,,,,3,"Jose Ramirez pops out to third baseman Yoan Moncada.  ","R","L","R","CLE","CWS","X",5,"popup",1,2,2019,"-0.4656","1.5604","0.3332","2.8042","null","null","null",2,1,"Bot","88.73","132.44",,,543510,,"190507_222233","5.0680","-139.3482","-8.3608","-7.1985","30.8703","-10.1708","3.3600","1.5500","185","76.3","56","95.9650","2229","6.3740",565331,608337,543510,547989,570560,660162,641313,547170,605508,641477,"54.1252","0.047","0.054","0.00",1,0,0,3,6,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Strategic"
"CH","2019-05-12","83.5","-2.0259","5.9993","Jose Ramirez",608070,407845,"grounded_into_double_play","hit_into_play",,,,,13,"Jose Ramirez grounds into a double play, first baseman Matt Olson to shortstop Marcus Semien to pitcher Fernando Rodney.   Mike Freeman out at 2nd.    Jose Ramirez out at 1st.  ","R","L","R","OAK","CLE","X",3,"ground_ball",0,1,2019,"-1.5663","0.8468","-0.9454","2.0134","null","null",502273,1,7,"Top","147.41","171.52",,,572033,,"190512_222645","5.4746","-121.2598","-4.2797","-16.2932","25.3011","-23.3417","3.3000","1.5600","5","74.5","-21","82.5690","1801","5.9320",566107,407845,572033,621566,595777,640461,543760,543257,657656,572039,"54.5678","0.045","0.037","0.00",1,0,0,2,56,"2","Changeup",3,5,5,3,5,3,5,3,"Infield shift","Standard"
"CH","2019-06-04","81.5","2.3324","5.8327","Jose Ramirez",608070,656970,"field_out","hit_into_play",,,,,5,"Jose Ramirez flies out to right fielder Max Kepler.  ","R","R","L","CLE","MIN","X",9,"fly_ball",0,1,2019,"1.0322","0.2059","0.1660","2.3653","null","null","null",1,4,"Bot","180.97","73.36",,,641598,,"190605_001754","-6.7756","-118.6224","-1.6607","10.8370","19.9314","-30.1663","3.1700","1.4800","324","91.0","35","81.4390","1683","5.9640",565345,656970,641598,503556,570731,593934,593871,592696,621439,596146,"54.5353","0.045","0.064","0.00",1,0,0,3,31,"2","Changeup",1,1,1,1,1,1,1,1,"Infield shift","Standard"
"CH","2019-05-24","87.3","1.9622","6.5665","Jose Ramirez",608070,605483,"field_out","hit_into_play",,,,,6,"Jose Ramirez flies out to right fielder Avisail Garcia.  ","R","R","L","CLE","TB","X",9,"fly_ball",1,1,2019,"1.0109","1.1716","0.3826","2.0423","null","null",656669,0,2,"Bot","186.50","128.45",,,518595,,"190524_234200","-5.9951","-127.1053","-7.3356","12.3632","23.6436","-17.9428","3.2200","1.5100","221","82.1","56","88.6700","1866","6.9050",565342,605483,518595,596847,664040,623205,642715,502054,595281,541645,"53.5941","0.042","0.054","0.00",1,0,0,3,14,"3","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"KC","2019-04-25","81.6","-2.1899","5.9840","Jose Ramirez",608070,543037,"field_out","hit_into_play",,,,,5,"Jose Ramirez grounds out, second baseman Jose Altuve to first baseman Yuli Gurriel.  ","R","L","R","HOU","CLE","X",4,"ground_ball",1,0,2019,"1.1178","-1.2399","0.2137","2.3937","null","null","null",1,6,"Top","150.96","156.28",,,455139,,"190426_013520","3.2614","-118.6037","0.9302","9.6398","24.9859","-44.0840","3.2771","1.5224","5","75.2","-24","80.6870","2758","5.9600",565615,543037,455139,493329,514888,608324,621043,488726,643393,502210,"54.5397","0.042","0.035","0.00",1,0,0,2,40,"2","Knuckle Curve",1,2,2,1,2,1,2,1,"Infield shift","Standard"
"FF","2019-05-11","97.5","-1.5170","6.1277","Jose Ramirez",608070,642152,"field_out","hit_into_play",,,,,3,"Jose Ramirez pops out to shortstop Marcus Semien.  ","R","L","R","OAK","CLE","X",6,"popup",1,2,2019,"-0.9246","1.1661","0.4218","3.1417","null",543401,"null",0,8,"Top","129.67","122.16",,,460026,,"190511_223832","7.3312","-141.8349","-5.2259","-14.0828","29.9417","-15.4614","3.3195","1.6000","187","79.4","57","97.8300","2161","6.3200",566106,642152,460026,621566,595777,656305,543760,543257,657656,572039,"54.1796","0.040","0.056","0.00",1,0,0,3,57,"4","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2019-04-20","94.2","-1.4576","5.3044","Jose Ramirez",608070,657097,"field_out","hit_into_play",,,,,9,"Jose Ramirez flies out to center fielder Ender Inciarte.  ","R","L","R","CLE","ATL","X",8,"fly_ball",2,2,2019,"-0.8759","1.3908","0.5813","1.7263","null",608700,"null",2,7,"Bot","151.08","67.20",,,435263,,"190420_225226","7.1270","-136.7876","-6.5272","-12.3799","30.2885","-13.8177","3.5400","1.7000","317","96.8","42","93.2480","2234","5.8510",565323,657097,435263,518692,645277,518626,621020,660670,542255,459964,"54.6485","0.040","0.055","0.00",1,0,0,3,67,"5","4-Seam Fastball",8,4,8,4,4,8,8,4,"Infield shift","Standard"
"FF","2019-05-30","92.2","2.2944","5.7337","Jose Ramirez",608070,544365,"field_out","hit_into_play",,,,,12,"Jose Ramirez flies out to right fielder Charlie Tilson.  ","R","R","L","CWS","CLE","X",9,"fly_ball",2,2,2019,"1.1428","1.1900","0.1528","3.5141","null","null","null",1,2,"Top","177.75","114.35",,,543510,,"190531_003024","-7.9014","-134.0918","-2.4179","15.3908","26.8579","-17.5151","3.0843","1.5859","237","77.9","49","92.3530","2134","6.2460",567291,544365,543510,547989,570560,660162,641313,650391,544725,605508,"54.2533","0.040","0.051","0.00",1,0,0,3,8,"5","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-04-14","84.1","2.7585","5.0356","Jose Ramirez",608070,663992,"single","hit_into_play_no_out",,,,,14,"Jose Ramirez singles on a ground ball to shortstop Adalberto Mondesi.   Leonys Martin to 2nd.  ","R","R","L","KC","CLE","X",6,"ground_ball",2,2,2019,"-0.6465","0.1563","0.6393","1.2616","null","null",547982,1,7,"Top","102.70","153.24",,,595956,,"190414_204604","-3.6444","-122.5344","-2.7343","-5.8932","22.8758","-30.2698","3.3400","1.5300","3","75.3","-23","84.7280","2297","6.5050",565713,663992,595956,656811,593160,641531,609275,460086,572008,624585,"53.9947","0.037","0.031","0.90",1,1,0,2,62,"6","Slider",8,5,5,8,5,8,5,8,"Standard","Standard"
"FT","2019-04-14","95.7","-1.0750","6.4043","Jose Ramirez",608070,503449,"field_out","hit_into_play",,,,,4,"Jose Ramirez flies out to left fielder Alex Gordon.  ","R","L","R","KC","CLE","X",7,"fly_ball",2,2,2019,"-1.1713","0.7280","-0.4250","2.2872","null","null","null",1,9,"Top","108.85","107.67",,,595956,,"190414_213239","4.2235","-139.1512","-6.8026","-15.7991","28.1592","-21.7355","3.3400","1.5300","223","80.2","53","94.8680","1796","5.6290",565713,503449,595956,656811,593160,641531,609275,460086,572008,624585,"54.8708","0.037","0.048","0.00",1,0,0,3,78,"5","2-Seam Fastball",8,8,8,8,8,8,8,8,"Infield shift","Standard"
"FF","2019-04-09","89.5","-2.2787","5.7074","Jose Ramirez",608070,519455,"field_out","hit_into_play",,,,,13,"Jose Ramirez flies out to left fielder Niko Goodrum.  ","R","L","R","DET","CLE","X",7,"fly_ball",1,1,2019,"-0.4121","1.3729","-0.5807","1.3519","null","null",547982,0,3,"Top","78.94","130.25",,,606988,,"190409_175053","5.0452","-130.1204","-7.6054","-5.7167","27.1120","-15.2672","3.3400","1.5300","199","82.7","57","89.3700","2140","6.2420",565513,519455,606988,408234,543281,600869,474568,592348,543484,592206,"54.2572","0.034","0.035","0.00",1,0,0,3,20,"3","4-Seam Fastball",1,3,3,1,3,1,3,1,"Infield shift","Standard"
"FF","2019-06-15","95.6","-2.3063","5.7101","Jose Ramirez",608070,641729,"field_out","hit_into_play",,,,,3,"Jose Ramirez flies out to right fielder Nicholas Castellanos.  ","R","L","R","DET","CLE","X",9,"fly_ball",0,1,2019,"-0.9270","1.3740","0.4517","2.8977","null","null","null",1,9,"Top","199.55","83.12",,,543308,,"190616_004132","9.4228","-138.8375","-4.8907","-14.2778","32.7347","-13.3612","3.1800","1.4900","323","90.4","37","95.8040","2516","6.6360",565545,641729,543308,641525,500135,608475,592348,621514,605612,592206,"53.8632","0.029","0.038","0.00",1,0,0,3,70,"2","4-Seam Fastball",2,4,4,2,4,2,4,2,"Infield shift","Strategic"
"CH","2019-05-16","84.9","-2.9374","5.8693","Jose Ramirez",608070,573185,"field_out","hit_into_play",,,,,5,"Jose Ramirez flies out to right fielder Trey Mancini.  ","R","L","R","CLE","BAL","X",9,"fly_ball",2,2,2019,"-1.1827","0.5201","0.1996","2.5956","null","null",471865,2,1,"Bot","206.33","88.73",,,600474,,"190516_222609","9.6476","-123.2354","-2.3167","-13.9107","24.8862","-26.6723","3.3339","1.5986","316","98.1","45","84.4640","1955","6.1790",565334,573185,600474,448801,593643,547004,542340,596105,592859,641820,"54.3204","0.029","0.035","0.00",1,0,0,3,8,"6","Changeup",1,0,1,0,0,1,1,0,"Infield shift","Strategic"
"FC","2019-05-09","90.2","1.7825","6.4543","Jose Ramirez",608070,592612,"field_out","hit_into_play",,,,,8,"Jose Ramirez flies out to left fielder Nicky Delmonico.  ","R","R","L","CLE","CWS","X",7,"fly_ball",0,1,2019,"0.0337","0.8163","0.0318","1.6370",547379,596019,543401,2,5,"Bot","48.08","117.28",,,543510,,"190509_185341","-4.3839","-131.1675","-7.7501","1.1467","22.7066","-21.6452","3.1491","1.5557","266","79.1","44","90.0930","2302","5.8580",565333,592612,543510,475174,570560,660162,641313,547170,544725,605508,"54.6413","0.026","0.018","0.00",1,0,0,3,47,"2","Cutter",5,0,5,0,0,5,5,0,"Standard","Standard"
